OriginalID,SourceLevel,TargetLevel,SourceText,TargetText
4259,ADV,INT,"And, they have been surprised that many bars are not set up with big screens for the games.","And, they have been surprised that many bars do not have big screens for the games."
4259,INT,ADV,"And, they have been surprised that many bars do not have big screens for the games.","And, they have been surprised that many bars are not set up with big screens for the games."
3969,ADV,INT,The Dutch designer-artist has comes up with a bioluminescent plant.,The Dutch designer-artist has invented a bioluminescent plant.
3969,INT,ADV,The Dutch designer-artist has invented a bioluminescent plant.,The Dutch designer-artist has comes up with a bioluminescent plant.
3806,ADV,INT,"Some of the results were expected, Mason said, including some bacteria associated with fecal matter, which he said should be a gentle reminder for people to wash their hands.","Some of the results were expected and should be a gentle reminder for people to wash their hands, Mason said."
3806,INT,ADV,"Some of the results were expected and should be a gentle reminder for people to wash their hands, Mason said.","Some of the results were expected, Mason said, including some bacteria associated with fecal matter, which he said should be a gentle reminder for people to wash their hands."
3617,ADV,INT,Bar customers are encouraged to come  ll out a form or call 311 and to include date-and-time-stamped photographs documenting illegal smoking.,Bar customers are encouraged to  ll out a form or call 311 and to include photographs of illegal smoking.
3617,INT,ADV,Bar customers are encouraged to  ll out a form or call 311 and to include photographs of illegal smoking.,Bar customers are encouraged to come  ll out a form or call 311 and to include date-and-time-stamped photographs documenting illegal smoking.
2521,ADV,INT,"The use of all-body suits is expensive  they cost about 30,000  and can be uncomfortable, and Anderson and his colleagues are now looking at low-cost alternatives.","The use of all-body suits is expensive  they cost about 30,000  and they can be uncomfortable, so Anderson and his colleagues are now studying low-cost alternatives."
2521,INT,ADV,"The use of all-body suits is expensive  they cost about 30,000  and they can be uncomfortable, so Anderson and his colleagues are now studying low-cost alternatives.","The use of all-body suits is expensive  they cost about 30,000  and can be uncomfortable, and Anderson and his colleagues are now looking at low-cost alternatives."
874,ADV,ELE,"But Pelphrey said oxytocin might help the brain learn from social interactions; it would work best when used with therapies that encourage people with autism to engage more socially, he said.","But Pelphrey said oxytocin might help the brain learn from social interactions; it would work best when used together with therapies that encourage people with autism to interact more socially, he said."
874,ELE,ADV,"But Pelphrey said oxytocin might help the brain learn from social interactions; it would work best when used together with therapies that encourage people with autism to interact more socially, he said.","But Pelphrey said oxytocin might help the brain learn from social interactions; it would work best when used with therapies that encourage people with autism to engage more socially, he said."
4812,ELE,INT,"In the beginning, when there started to be explosions, I used to have nightmares, she said.","In the beginning, when there started to be explosions, I used to have nightmares, she reflected."
4812,INT,ELE,"In the beginning, when there started to be explosions, I used to have nightmares, she reflected.","In the beginning, when there started to be explosions, I used to have nightmares, she said."
5265,ELE,INT,"Flappy Bird Dong Nguyen, the inventor of the mobile game Flappy Bird, removed it from app stores.","Recently, Dong Nguyen, the designer of the mobile game Flappy Bird, removed it from app stores."
5265,INT,ELE,"Recently, Dong Nguyen, the designer of the mobile game Flappy Bird, removed it from app stores.","Flappy Bird Dong Nguyen, the inventor of the mobile game Flappy Bird, removed it from app stores."
1507,ADV,ELE,"Imagine the setup  a person is told to sit in a chair with wires attached to their skin and a button that will deliver a harmless but uncomfortable shock, and they are told to just sit there and entertain themselves with their thoughts, she said.","Imagine  a person is told to sit in a chair with wires attached to their skin and a button that will give them a harmless but uncomfortable shock, and they are told to just sit there with their thoughts, she said."
1507,ELE,ADV,"Imagine  a person is told to sit in a chair with wires attached to their skin and a button that will give them a harmless but uncomfortable shock, and they are told to just sit there with their thoughts, she said.","Imagine the setup  a person is told to sit in a chair with wires attached to their skin and a button that will deliver a harmless but uncomfortable shock, and they are told to just sit there and entertain themselves with their thoughts, she said."
3880,ADV,INT,It turns out that people do not react to cameras in the same way as they do to browser cookies.,People do not react to cameras in the same way as they do to browser cookies.
3880,INT,ADV,People do not react to cameras in the same way as they do to browser cookies.,It turns out that people do not react to cameras in the same way as they do to browser cookies.
1924,ADV,ELE,"Under the same conditions, a quarter of women pressed the shock button.",A quarter of women also pressed the shock button.
1924,ELE,ADV,A quarter of women also pressed the shock button.,"Under the same conditions, a quarter of women pressed the shock button."
449,ADV,ELE,But they say Nepal needs to do more to protect the habitat and animals on which tigers prey so the big cats have enough space to roam and food to eat.,But they say Nepal must do more to protect the habitat and animals that tigers eat so the big cats have enough space to move around and food to eat.
449,ELE,ADV,But they say Nepal must do more to protect the habitat and animals that tigers eat so the big cats have enough space to move around and food to eat.,But they say Nepal needs to do more to protect the habitat and animals on which tigers prey so the big cats have enough space to roam and food to eat.
3451,ADV,INT,"We treat the networks we have as incidental but theyre fundamental to our well-being, says Nicky Forsythe, a psychotherapist and the founder of Talk for Health, a social enterprise that trains people to give and receive peer support in groups.","We treat the networks we have as incidental but theyre fundamental to our well-being, says Nicky Forsythe, a psychotherapist and the founder of Talk for Health, an organization that trains people to give and receive support in groups."
3451,INT,ADV,"We treat the networks we have as incidental but theyre fundamental to our well-being, says Nicky Forsythe, a psychotherapist and the founder of Talk for Health, an organization that trains people to give and receive support in groups.","We treat the networks we have as incidental but theyre fundamental to our well-being, says Nicky Forsythe, a psychotherapist and the founder of Talk for Health, a social enterprise that trains people to give and receive peer support in groups."
4587,ELE,INT,The results have led to more studies.,The findings have led to further studies.
4587,INT,ELE,The findings have led to further studies.,The results have led to more studies.
5955,ELE,INT,Someone asked Have you ever used pink slime in your burgers?,Have you ever used pink slime in your burgers?
5955,INT,ELE,Have you ever used pink slime in your burgers?,Someone asked Have you ever used pink slime in your burgers?
3860,ADV,INT,So unbearable did some  nd it that they took up the safe but alarming opportunity to give themselves mild electric shocks in an attempt to break the tedium.,Some found it so unbearable that they took the safe but alarming opportunity to give themselves mild electric shocks to break the tedium.
3860,INT,ADV,Some found it so unbearable that they took the safe but alarming opportunity to give themselves mild electric shocks to break the tedium.,So unbearable did some  nd it that they took up the safe but alarming opportunity to give themselves mild electric shocks in an attempt to break the tedium.
3258,ADV,INT,"Along with new names, the scientists must propose two-letter symbols for the elements.","Along with new names, the scientists must suggest two-letter symbols for the elements."
3258,INT,ADV,"Along with new names, the scientists must suggest two-letter symbols for the elements.","Along with new names, the scientists must propose two-letter symbols for the elements."
362,ADV,ELE,"In other words, do not go trekking near the border that separates the Indian and Pakistani controlled parts of J&K.","In other words, do not go trekking near the border that separates the Indian and Pakistani parts of Kashmir."
362,ELE,ADV,"In other words, do not go trekking near the border that separates the Indian and Pakistani parts of Kashmir.","In other words, do not go trekking near the border that separates the Indian and Pakistani controlled parts of J&K."
2184,ADV,INT,"Dutch newspaper the Parool has pointed out that in the 19th century troublemakers were moved to villages in Drenthe and Overijssel, which rapidly became slums.","Dutch newspaper the Parool has written that in the 19th century troublemakers were moved to villages in Drenthe and Overijssel, which rapidly became slums."
2184,INT,ADV,"Dutch newspaper the Parool has written that in the 19th century troublemakers were moved to villages in Drenthe and Overijssel, which rapidly became slums.","Dutch newspaper the Parool has pointed out that in the 19th century troublemakers were moved to villages in Drenthe and Overijssel, which rapidly became slums."
1135,ADV,ELE,"There were about 900 music festival events in the UK between May and September 2014, he said, and there is no way they can all continue.","There were about 900 music festivals in the UK between May and September in 2014, he said, and they cannot all continue."
1135,ELE,ADV,"There were about 900 music festivals in the UK between May and September in 2014, he said, and they cannot all continue.","There were about 900 music festival events in the UK between May and September 2014, he said, and there is no way they can all continue."
4825,ELE,INT,"The type of teff people eat is different, too: the rich eat the more expensive magna and white teff; poorer people usually eat less-valuable red and mixed teff.","The type of teff people eat is different, too: the rich eat the more expensive magna and white teff varieties; poorer people usually eat less-valuable red and mixed teff and more than half combine it with cheaper cereals such as sorghum and maize."
4825,INT,ELE,"The type of teff people eat is different, too: the rich eat the more expensive magna and white teff varieties; poorer people usually eat less-valuable red and mixed teff and more than half combine it with cheaper cereals such as sorghum and maize.","The type of teff people eat is different, too: the rich eat the more expensive magna and white teff; poorer people usually eat less-valuable red and mixed teff."
3200,ADV,INT,I dont really want to move out to rent as its more than a mortgage but you need such a big deposit to get a mortgage so its been a bit of a vicious circle.,I dont really want to move out to rent as its more than a mortgage but you need such a big deposit to get a mortgage so its a vicious circle.
3200,INT,ADV,I dont really want to move out to rent as its more than a mortgage but you need such a big deposit to get a mortgage so its a vicious circle.,I dont really want to move out to rent as its more than a mortgage but you need such a big deposit to get a mortgage so its been a bit of a vicious circle.
4775,ELE,INT,"Hours after the Tarifa council voted for the project, a campaign started to save the beach.",The campaign to save the beach was launched hours after the Tarifa council voted for the project.
4775,INT,ELE,The campaign to save the beach was launched hours after the Tarifa council voted for the project.,"Hours after the Tarifa council voted for the project, a campaign started to save the beach."
3439,ADV,INT,The company opened its first factory in China in April and opened an office in Shanghai to spearhead expansion in the worlds secondbiggest economy. ,The company opened its first factory in China in April and opened an office in Shanghai to start expansion into the worlds second-biggest economy.
3439,INT,ADV,The company opened its first factory in China in April and opened an office in Shanghai to start expansion into the worlds second-biggest economy.,The company opened its first factory in China in April and opened an office in Shanghai to spearhead expansion in the worlds secondbiggest economy. 
2156,ADV,ELE,"Quali cations: A private-helicopter-pilot licence, a commercial pilots licence and around 2,000 hours of experience  ying at low levels in the type of helicopter the company usually uses.","Quali cations: A private-helicopter-pilot licence, a commercial pilots licence and around 2,000 hours of experience  ying at low levels."
2156,ELE,ADV,"Quali cations: A private-helicopter-pilot licence, a commercial pilots licence and around 2,000 hours of experience  ying at low levels.","Quali cations: A private-helicopter-pilot licence, a commercial pilots licence and around 2,000 hours of experience  ying at low levels in the type of helicopter the company usually uses."
1831,ADV,ELE,"On a canoe, you are not just going from one destination to another using the stars, the moon, the sun and the birds.","On a canoe, you are not just going from one place to another using the stars, the moon, the sun and the birds."
1831,ELE,ADV,"On a canoe, you are not just going from one place to another using the stars, the moon, the sun and the birds.","On a canoe, you are not just going from one destination to another using the stars, the moon, the sun and the birds."
1054,ADV,ELE,"The yes campaign scored four big successes, winning 53% of the vote in Scotlands largest city, Glasgow, 57% in Dundee and 51% in North Lanarkshire.","The yes campaign had four big successes  it won 53% of the vote in Scotlands largest city, Glasgow, 57% in Dundee and 51% in North Lanarkshire."
1054,ELE,ADV,"The yes campaign had four big successes  it won 53% of the vote in Scotlands largest city, Glasgow, 57% in Dundee and 51% in North Lanarkshire.","The yes campaign scored four big successes, winning 53% of the vote in Scotlands largest city, Glasgow, 57% in Dundee and 51% in North Lanarkshire."
2461,ADV,INT,Youve had British citizens killed more recently in countries that you still havent stopped people from visiting.,British citizens have been killed more recently in countries that you still havent stopped people from visiting.
2461,INT,ADV,British citizens have been killed more recently in countries that you still havent stopped people from visiting.,Youve had British citizens killed more recently in countries that you still havent stopped people from visiting.
23,ADV,ELE,"Oxfam said world leaders should learn from countries such as Brazil, which has grown rapidly while reducing inequality.","Oxfam said world leaders should learn from countries such as Brazil, which has grown quickly and reduced inequality at the same time."
23,ELE,ADV,"Oxfam said world leaders should learn from countries such as Brazil, which has grown quickly and reduced inequality at the same time.","Oxfam said world leaders should learn from countries such as Brazil, which has grown rapidly while reducing inequality."
2067,ADV,ELE,"Money is not the only thing that de nes you, he said.","Money is not the only thing, he said."
2067,ELE,ADV,"Money is not the only thing, he said.","Money is not the only thing that de nes you, he said."
1654,ADV,ELE,"When you breathe in, youre contracting the muscle of your diaphragm, pulling it  at so that the volume of your chest increases  and air is drawn into your lungs.","When you breathe in, youre pulling the muscle of your diaphragm  at so that the volume of your chest increases  this pulls the air into your lungs."
1654,ELE,ADV,"When you breathe in, youre pulling the muscle of your diaphragm  at so that the volume of your chest increases  this pulls the air into your lungs.","When you breathe in, youre contracting the muscle of your diaphragm, pulling it  at so that the volume of your chest increases  and air is drawn into your lungs."
3651,ADV,INT,The idea of encouraging people to up sticks is sensitive at a time when  oods of Italians  many of them bright young graduates  are leaving their country every year.,The idea of encouraging people to leave is sensitive at a time when huge numbers of Italians  many of them bright young graduates  are leaving their country every year.
3651,INT,ADV,The idea of encouraging people to leave is sensitive at a time when huge numbers of Italians  many of them bright young graduates  are leaving their country every year.,The idea of encouraging people to up sticks is sensitive at a time when  oods of Italians  many of them bright young graduates  are leaving their country every year.
4327,ELE,INT,We want to defend them.,We as a society want to defend them.
4327,INT,ELE,We as a society want to defend them.,We want to defend them.
2744,ADV,INT,"The baby is the first Prince of Cambridge to be born for more than 190 years since Prince George of Cambridge, a grandson of George III and the only son of Prince Adolphus Frederick, the 1st Duke of Cambridge.","The birth of the baby prince means the monarchy has three generations of heirs to the throne for the first time since 1894  The baby is the first Prince of Cambridge to be born for more than 190 years since Prince George of Cambridge, a grandson of George III and the only son of Prince Adolphus Frederick, the 1st Duke of Cambridge."
2744,INT,ADV,"The birth of the baby prince means the monarchy has three generations of heirs to the throne for the first time since 1894  The baby is the first Prince of Cambridge to be born for more than 190 years since Prince George of Cambridge, a grandson of George III and the only son of Prince Adolphus Frederick, the 1st Duke of Cambridge.","The baby is the first Prince of Cambridge to be born for more than 190 years since Prince George of Cambridge, a grandson of George III and the only son of Prince Adolphus Frederick, the 1st Duke of Cambridge."
3951,ADV,INT,"But, while one of the women wants to correct the error and reclaim her biological child, the other is refusing to give back the girl she has raised as her own, posing a huge legal dilemma.","But, while one of the women wants to correct the error and get her biological child back, the other is refusing to give back the girl she has raised as her own."
3951,INT,ADV,"But, while one of the women wants to correct the error and get her biological child back, the other is refusing to give back the girl she has raised as her own.","But, while one of the women wants to correct the error and reclaim her biological child, the other is refusing to give back the girl she has raised as her own, posing a huge legal dilemma."
4867,ELE,INT,The real problem with sleep isnt that a few rich people think its a waste of time; the problem is that 99% cant afford to spend time sleeping.,The very real sleep crisis isnt that a few rich people think its a waste of time; the problem is the 99% who cant afford to spend time sleeping.
4867,INT,ELE,The very real sleep crisis isnt that a few rich people think its a waste of time; the problem is the 99% who cant afford to spend time sleeping.,The real problem with sleep isnt that a few rich people think its a waste of time; the problem is that 99% cant afford to spend time sleeping.
2469,ADV,INT,"Syed Ali Shah Geelani, leader of the pro-Kashmiri independence party, disagrees bitterly with much of Abdullahs politics.","Syed Ali Shah Geelani, leader of the pro-Kashmiri independence party, disagrees with Abdullahs politics."
2469,INT,ADV,"Syed Ali Shah Geelani, leader of the pro-Kashmiri independence party, disagrees with Abdullahs politics.","Syed Ali Shah Geelani, leader of the pro-Kashmiri independence party, disagrees bitterly with much of Abdullahs politics."
2326,ADV,INT,"By 2073, the infrastructure on the mountain could include a helipad on the South Col, bringing tourists breathing bottled oxygen.","By 2073, the infrastructure on the mountain might include a helipad on the South Col that would bring tourists."
2326,INT,ADV,"By 2073, the infrastructure on the mountain might include a helipad on the South Col that would bring tourists.","By 2073, the infrastructure on the mountain could include a helipad on the South Col, bringing tourists breathing bottled oxygen."
461,ADV,ELE,"But ... well, it does feel nice, standing here.","But ... well, it feels nice, standing here."
461,ELE,ADV,"But ... well, it feels nice, standing here.","But ... well, it does feel nice, standing here."
1068,ADV,ELE,"There will also be hundreds of lectures, recitals, international academic conferences,  lms, concerts, operas and major exhibitions.","There will also be hundreds of lectures, international conferences,  lms, concerts, operas and major exhibitions."
1068,ELE,ADV,"There will also be hundreds of lectures, international conferences,  lms, concerts, operas and major exhibitions.","There will also be hundreds of lectures, recitals, international academic conferences,  lms, concerts, operas and major exhibitions."
88,ADV,ELE,"The number of minutes Americans spend on Facebook appears to be falling, too.","The number of minutes Americans spend on Facebook is falling, too."
88,ELE,ADV,"The number of minutes Americans spend on Facebook is falling, too.","The number of minutes Americans spend on Facebook appears to be falling, too."
1431,ADV,ELE,"We Can Do It is not a female beer but a beer brewed by women that anyone can drink, she says.","It is a beer brewed by women that anyone can drink, she says."
1431,ELE,ADV,"It is a beer brewed by women that anyone can drink, she says.","We Can Do It is not a female beer but a beer brewed by women that anyone can drink, she says."
3728,ADV,INT,"Scientists measure the sensitivity of the Earths climate to greenhouse gases by estimating the temperature rise that would be caused by a doubling of CO2 in the atmosphere compared with pre-industrial levels  as is likely to happen within 50 years, on current trends.",Scientists measure the sensitivity of the Earths climate to greenhouse gases by estimating the temperature rise that would be caused by a doubling of CO2 in the atmosphere compared with pre-industrial levels  which is likely to happen within 50 years.
3728,INT,ADV,Scientists measure the sensitivity of the Earths climate to greenhouse gases by estimating the temperature rise that would be caused by a doubling of CO2 in the atmosphere compared with pre-industrial levels  which is likely to happen within 50 years.,"Scientists measure the sensitivity of the Earths climate to greenhouse gases by estimating the temperature rise that would be caused by a doubling of CO2 in the atmosphere compared with pre-industrial levels  as is likely to happen within 50 years, on current trends."
283,ADV,ELE,"Danes have no problem having children before marriage so things can move fast and, because the countrys so small, a Jutlander can date a Copenhagener without too much travel, Limal said.","Danes have no problem having children before marriage so things can move fast and, because the countrys so small, someone from Jutland can date someone from Copenhagen without too much travel, Limal said."
283,ELE,ADV,"Danes have no problem having children before marriage so things can move fast and, because the countrys so small, someone from Jutland can date someone from Copenhagen without too much travel, Limal said.","Danes have no problem having children before marriage so things can move fast and, because the countrys so small, a Jutlander can date a Copenhagener without too much travel, Limal said."
2484,ADV,INT,"The Foreign Office acknowledged that the ruling had potentially significant and far-reaching legal implications, and said it was planning to appeal.","The Foreign Office said that the ruling had potentially significant legal implications, and said it was planning to appeal."
2484,INT,ADV,"The Foreign Office said that the ruling had potentially significant legal implications, and said it was planning to appeal.","The Foreign Office acknowledged that the ruling had potentially significant and far-reaching legal implications, and said it was planning to appeal."
463,ADV,ELE,"Now its actually here, people love it. ","Now its here, people love it."
463,ELE,ADV,"Now its here, people love it.","Now its actually here, people love it. "
213,ADV,ELE,"Amazon has applied for dozens of new domains, including .shop, .song, .book and .kindle.","Amazon has applied for many new domains, including .shop, .song, .book and .kindle."
213,ELE,ADV,"Amazon has applied for many new domains, including .shop, .song, .book and .kindle.","Amazon has applied for dozens of new domains, including .shop, .song, .book and .kindle."
2589,ADV,INT,"The team from the US, Japan, Germany and the UK asked zookeepers, carers and others who worked with male and female apes of various ages to complete questionnaires on the animals.","The team from the US, Japan, Germany and the UK asked zookeepers and others who worked with male and female apes of various ages to complete questionnaires on the animals."
2589,INT,ADV,"The team from the US, Japan, Germany and the UK asked zookeepers and others who worked with male and female apes of various ages to complete questionnaires on the animals.","The team from the US, Japan, Germany and the UK asked zookeepers, carers and others who worked with male and female apes of various ages to complete questionnaires on the animals."
3996,ADV,INT,"It is a majestic rectangle of strong bone and leathery  esh, a head that expresses pure strength.","It is a majestic rectangle of strong bone and leathery  esh, a head of pure strength."
3996,INT,ADV,"It is a majestic rectangle of strong bone and leathery  esh, a head of pure strength.","It is a majestic rectangle of strong bone and leathery  esh, a head that expresses pure strength."
2908,ADV,INT,"But, his efforts will be rewarded years from now, said Karim, thanks to the lunar calendar.","But, his efforts will be rewarded in future years, said Karim, thanks to the lunar calendar."
2908,INT,ADV,"But, his efforts will be rewarded in future years, said Karim, thanks to the lunar calendar.","But, his efforts will be rewarded years from now, said Karim, thanks to the lunar calendar."
2582,ADV,INT,Some were quick to take advantage of the confusion.,Some were quick to take advantage.
2582,INT,ADV,Some were quick to take advantage.,Some were quick to take advantage of the confusion.
1369,ADV,ELE,"Theres no way I could have banned smoking in my bar without it being a rule throughout the whole city, says Douville.","I couldnt ban smoking in my bar without a ban in the whole city, says Douville."
1369,ELE,ADV,"I couldnt ban smoking in my bar without a ban in the whole city, says Douville.","Theres no way I could have banned smoking in my bar without it being a rule throughout the whole city, says Douville."
235,ADV,ELE,"Back in 2005, when BlackBerry brought instant messaging to the mobile phone, the company was just entering its boom times.","In 2005, BlackBerry brought instant messaging to the mobile phone and the company was just entering its period of success."
235,ELE,ADV,"In 2005, BlackBerry brought instant messaging to the mobile phone and the company was just entering its period of success.","Back in 2005, when BlackBerry brought instant messaging to the mobile phone, the company was just entering its boom times."
3911,ADV,INT,"Donana already faces a great number of threats, but now they want to bring back the very cause of its near-undoing 16 years ago.","Donana already faces a large number of threats, but now they want to bring back the very cause of the disaster 16 years ago."
3911,INT,ADV,"Donana already faces a large number of threats, but now they want to bring back the very cause of the disaster 16 years ago.","Donana already faces a great number of threats, but now they want to bring back the very cause of its near-undoing 16 years ago."
598,ADV,ELE,"Ramadan will eventually fall during winter, which, in Iqaluit, sees the sun rise and set within a few hours each day.","Ramadan will then fall during winter and, in Iqaluit, the sun will rise and set within a few hours each day."
598,ELE,ADV,"Ramadan will then fall during winter and, in Iqaluit, the sun will rise and set within a few hours each day.","Ramadan will eventually fall during winter, which, in Iqaluit, sees the sun rise and set within a few hours each day."
5290,ELE,INT,"There will be a full moon on Christmas Day 2015  a complete coincidence, says Swift.","A full moon will fall on Christmas Day 2015  a complete coincidence, according to Swift."
5290,INT,ELE,"A full moon will fall on Christmas Day 2015  a complete coincidence, according to Swift.","There will be a full moon on Christmas Day 2015  a complete coincidence, says Swift."
2251,ADV,INT,"Another global link was evident in the handful of demonstrators who wore Guy Fawkes masks, associated with Anonymous and the Occupy Wall Street protests.","You could see another global link in the demonstrators who wore Guy Fawkes masks, associated with Anonymous and the Occupy Wall Street protests."
2251,INT,ADV,"You could see another global link in the demonstrators who wore Guy Fawkes masks, associated with Anonymous and the Occupy Wall Street protests.","Another global link was evident in the handful of demonstrators who wore Guy Fawkes masks, associated with Anonymous and the Occupy Wall Street protests."
4864,ELE,INT,Many companies already have sleeping areas and Huffington says that nap rooms in offices will become as common as conference rooms in the next two years.,A number of companies already have sleeping areas and Huffington predicts that nap rooms in offices are going to become as common as conference rooms in the next two years.
4864,INT,ELE,A number of companies already have sleeping areas and Huffington predicts that nap rooms in offices are going to become as common as conference rooms in the next two years.,Many companies already have sleeping areas and Huffington says that nap rooms in offices will become as common as conference rooms in the next two years.
2284,ADV,INT,"She says artists need to think creatively about how they distribute and monetize their work, quoting the science fiction writer Cory Doctorow, who said: My problem is not piracy, its obscurity.","She says artists need to think creatively about how they distribute and earn money from their work, quoting the science fiction writer Cory Doctorow, who said: My problem is not piracy, its obscurity."
2284,INT,ADV,"She says artists need to think creatively about how they distribute and earn money from their work, quoting the science fiction writer Cory Doctorow, who said: My problem is not piracy, its obscurity.","She says artists need to think creatively about how they distribute and monetize their work, quoting the science fiction writer Cory Doctorow, who said: My problem is not piracy, its obscurity."
663,ADV,ELE,"Theyre common in the Netherlands and Switzerland; German postal workers use them to get around and BMW offers one for about $3,000.","Theyre common in the Netherlands and Switzerland; German postal workers use them and BMW sells one for about $3,000."
663,ELE,ADV,"Theyre common in the Netherlands and Switzerland; German postal workers use them and BMW sells one for about $3,000.","Theyre common in the Netherlands and Switzerland; German postal workers use them to get around and BMW offers one for about $3,000."
5949,ELE,INT,"But, far away in Manaus  the remote Amazonian city where England played Italy  visitors said there was World Cup fever with brightly decorated streets and  ags on many cars.","The tournament has made only a small mark on Sa_o Paulo, South Americas most populous city, but far away in Manaus  the remote Amazonian city where England played Italy  visitors said there was World Cup fever with brightly decorated streets and  ags on many cars."
5949,INT,ELE,"The tournament has made only a small mark on Sa_o Paulo, South Americas most populous city, but far away in Manaus  the remote Amazonian city where England played Italy  visitors said there was World Cup fever with brightly decorated streets and  ags on many cars.","But, far away in Manaus  the remote Amazonian city where England played Italy  visitors said there was World Cup fever with brightly decorated streets and  ags on many cars."
2286,ADV,INT,"Ofcom has said 18% of internet users aged over 12 admit to having recently pirated content, and 9% say they fear getting caught.","Ofcom says 18% of internet users aged over 12 admit that they have recently pirated content, and 9% say they fear getting caught."
2286,INT,ADV,"Ofcom says 18% of internet users aged over 12 admit that they have recently pirated content, and 9% say they fear getting caught.","Ofcom has said 18% of internet users aged over 12 admit to having recently pirated content, and 9% say they fear getting caught."
3432,ADV,INT,"Billed as the most democratic move in history, the project has been allocated the equivalent of 320m by the mining company for building new facilities, including a high school, fire station, community centre, library and swimming hall.","Called the most democratic move in history, the project will get 320m from the mining company for building new facilities, including a high school, fire station, community centre, library and swimming hall."
3432,INT,ADV,"Called the most democratic move in history, the project will get 320m from the mining company for building new facilities, including a high school, fire station, community centre, library and swimming hall.","Billed as the most democratic move in history, the project has been allocated the equivalent of 320m by the mining company for building new facilities, including a high school, fire station, community centre, library and swimming hall."
5650,ELE,INT,People do not react to cameras in the same way as they do to cookies on websites.,People do not react to cameras in the same way as they do to browser cookies.
5650,INT,ELE,People do not react to cameras in the same way as they do to browser cookies.,People do not react to cameras in the same way as they do to cookies on websites.
4316,ADV,INT,"Workers on zero-hours contracts are often only told how many hours they will work when weekly or monthly rotas are worked out, but are expected to be on call for extra work at short notice.","Workers on zero-hours contracts are often only told how many hours they will work when weekly or monthly rotas are created, but are expected to be on call for extra work at short notice."
4316,INT,ADV,"Workers on zero-hours contracts are often only told how many hours they will work when weekly or monthly rotas are created, but are expected to be on call for extra work at short notice.","Workers on zero-hours contracts are often only told how many hours they will work when weekly or monthly rotas are worked out, but are expected to be on call for extra work at short notice."
4392,ELE,INT,"Martin Callanan, the Conservative MEP for North East England, said that banning e-cigarettes would have been totally crazy.","Martin Callanan, the Conservative MEP for North East England, said: Forcing e-cigarettes off the shelves would have been totally crazy."
4392,INT,ELE,"Martin Callanan, the Conservative MEP for North East England, said: Forcing e-cigarettes off the shelves would have been totally crazy.","Martin Callanan, the Conservative MEP for North East England, said that banning e-cigarettes would have been totally crazy."
5468,ELE,INT,"But Piscedda says, The work I can create, as mayor, is temporary.","The work I can create, as mayor, is temporary."
5468,INT,ELE,"The work I can create, as mayor, is temporary.","But Piscedda says, The work I can create, as mayor, is temporary."
3469,ADV,INT,Though the Bond series was not in trouble before Mendess arrival  and Craigs  there was the sense of a certain amount of staleness towards the end of Pierce Brosnans run.,Though the Bond series was not in trouble before Mendess arrival  and Craigs  there was a certain amount of staleness towards the end of Pierce Brosnans time as Bond.
3469,INT,ADV,Though the Bond series was not in trouble before Mendess arrival  and Craigs  there was a certain amount of staleness towards the end of Pierce Brosnans time as Bond.,Though the Bond series was not in trouble before Mendess arrival  and Craigs  there was the sense of a certain amount of staleness towards the end of Pierce Brosnans run.
4079,ADV,INT,"Tom, Manchester: A big night of tips can help pay the rent Average tips: 40 per eight-hour shift I think they treat waiters best in ... Italy  Where I used to work,  oor staff kept 80% of cash tips and 40% of card tips.","Tom, Manchester: A big night of tips can help pay the rent Average tips: 40 per eight-hour shift I think they treat waiters best in ... Italy  Where I used to work, waiters kept 80% of cash tips and 40% of card tips."
4079,INT,ADV,"Tom, Manchester: A big night of tips can help pay the rent Average tips: 40 per eight-hour shift I think they treat waiters best in ... Italy  Where I used to work, waiters kept 80% of cash tips and 40% of card tips.","Tom, Manchester: A big night of tips can help pay the rent Average tips: 40 per eight-hour shift I think they treat waiters best in ... Italy  Where I used to work,  oor staff kept 80% of cash tips and 40% of card tips."
2991,ADV,INT,The conviction that a childs chronic lethargy or headaches or eczema are caused by an allergy takes a long time and many tests to prove or disprove.,The belief that a childs chronic lack of energy or headaches or eczema are caused by an allergy takes a long time and many tests to prove or disprove.
2991,INT,ADV,The belief that a childs chronic lack of energy or headaches or eczema are caused by an allergy takes a long time and many tests to prove or disprove.,The conviction that a childs chronic lethargy or headaches or eczema are caused by an allergy takes a long time and many tests to prove or disprove.
5328,ELE,INT,James Bond is not slowing down.,But James Bond shows no signs of slowing down.
5328,INT,ELE,But James Bond shows no signs of slowing down.,James Bond is not slowing down.
780,ADV,ELE,"In 1996, the symbol Cp was proposed for copernicium, or element 112, but it was swapped to Cn when scientists complained that Cp referred to another substance.","In 1996, someone suggested the symbol Cp for copernicium, or element 112, but it was changed to Cn, when scientists complained that Cp was already the symbol for another substance."
780,ELE,ADV,"In 1996, someone suggested the symbol Cp for copernicium, or element 112, but it was changed to Cn, when scientists complained that Cp was already the symbol for another substance.","In 1996, the symbol Cp was proposed for copernicium, or element 112, but it was swapped to Cn when scientists complained that Cp referred to another substance."
2545,ADV,INT,"The broadcasting revenue from the London Olympics was almost enough to finance a mission to Mars, Lansdorp said, in an interview with ABC News.","The broadcasting revenue from the London Olympics was almost enough to finance a mission to Mars, Lansdorp said."
